time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.763000,-0.3197,-0.1124,0.8779,0.941
2.768000,-0.3599,-0.1379,1.0137,1.085
2.773000,-0.4318,-0.1954,1.0830,1.182
2.777000,-0.4875,-0.3039,1.1126,1.252
2.784000,-0.5080,-0.4110,1.0840,1.266
2.787000,-0.5292,-0.4998,0.9335,1.184
2.793000,-0.5062,-0.6081,0.7069,1.061
2.797000,-0.4746,-0.7044,0.4209,0.948
2.804000,-0.4198,-0.7737,0.1207,0.889
2.809000,-0.3323,-0.7923,-0.1583,0.874
2.813000,-0.1926,-0.7909,-0.4166,0.914
2.819000,-0.0628,-0.7931,-0.6142,1.005
2.825000,0.0290,-0.7964,-0.7518,1.096
2.828000,0.1092,-0.8201,-0.7703,1.130
2.834000,0.0967,-0.8498,-0.7704,1.151
2.839000,0.1245,-0.8259,-0.8569,1.197
2.844000,0.1167,-0.8128,-0.8961,1.215
2.850000,0.1411,-0.7584,-0.8480,1.146
2.854000,0.1977,-0.6536,-0.7203,0.993
2.860000,0.2406,-0.5300,-0.5728,0.817
2.866000,0.2223,-0.4401,-0.4436,0.663
2.868000,0.1523,-0.3316,-0.3037,0.475
2.878000,0.0683,-0.2358,-0.1605,0.293
2.879000,0.0008,-0.1310,0.0003,0.131
2.885000,-0.0598,0.0038,0.1527,0.164
2.892000,-0.1159,0.0874,0.3109,0.343
2.895000,-0.1628,0.1844,0.4799,0.539
2.899000,-0.1935,0.2160,0.6311,0.695
2.904000,-0.1936,0.2421,0.7982,0.856
2.909000,-0.1752,0.2246,0.9239,0.967
2.918000,-0.1597,0.2185,1.0230,1.058
2.920000,-0.1166,0.1667,1.0790,1.098
2.925000,-0.0838,0.1432,1.1230,1.135
2.931000,-0.0186,0.0910,1.1362,1.140
2.936000,0.0263,0.0362,1.1783,1.179
2.942000,0.0918,-0.0283,1.1587,1.163
2.945000,0.1257,-0.1074,1.1591,1.171
2.950000,0.1882,-0.2009,1.1316,1.165
2.957000,0.2484,-0.2803,1.0790,1.142
2.961000,0.2638,-0.3217,0.9965,1.080
2.967000,0.3036,-0.3370,0.8913,1.000
2.971000,0.2721,-0.3546,0.7466,0.870
2.978000,0.2528,-0.3717,0.5555,0.715
2.982000,0.2120,-0.4215,0.4249,0.635
2.986000,0.2088,-0.4439,0.2805,0.565
2.999000,0.2243,-0.4322,0.2102,0.530
3.000000,0.2560,-0.4340,0.1685,0.531
3.001000,0.3255,-0.4448,0.1765,0.579
3.006000,0.4021,-0.4335,0.1959,0.623
3.012000,0.4668,-0.3982,0.2528,0.664
3.016000,0.4961,-0.3795,0.3257,0.704
3.021000,0.5380,-0.3468,0.3862,0.748
3.027000,0.5514,-0.3407,0.4678,0.799
3.033000,0.5391,-0.3188,0.5350,0.824
3.036000,0.5201,-0.3285,0.5666,0.836
3.042000,0.5040,-0.3198,0.5865,0.837
3.048000,0.4714,-0.2716,0.5641,0.784
3.053000,0.4323,-0.2312,0.5137,0.710
3.059000,0.3770,-0.2322,0.4500,0.631
3.064000,0.3197,-0.2621,0.3444,0.538
3.068000,0.2246,-0.2730,0.2327,0.423
3.072000,0.1751,-0.3128,0.1010,0.372
3.078000,0.1278,-0.3452,-0.0414,0.370
3.082000,0.0974,-0.3586,-0.1848,0.415
3.087000,0.1026,-0.3838,-0.2985,0.497
3.097000,0.0989,-0.3852,-0.3850,0.554
3.098000,0.1362,-0.4202,-0.4492,0.630
3.104000,0.1546,-0.4721,-0.3913,0.632
3.108000,0.0588,-0.5381,-0.5306,0.758
3.112000,0.0420,-0.5845,-0.7020,0.914
3.119000,0.0041,-0.6109,-0.8417,1.040
3.123000,-0.0021,-0.5815,-0.9429,1.108
3.127000,0.0277,-0.5035,-1.0158,1.134
3.134000,0.0243,-0.4507,-1.0539,1.146
3.139000,-0.0102,-0.3938,-1.0766,1.146
3.146000,-0.0587,-0.3970,-1.0225,1.098
3.148000,-0.0810,-0.3790,-0.8851,0.966
3.153000,-0.0913,-0.3502,-0.6218,0.719
3.162000,-0.0563,-0.3159,-0.2926,0.434
3.164000,-0.0165,-0.3556,0.0601,0.361
3.168000,-0.0412,-0.3979,0.4008,0.566
3.174000,-0.0798,-0.4863,0.7065,0.861
3.181000,-0.1348,-0.5636,0.9443,1.108
3.185000,-0.1611,-0.6040,1.0985,1.264
3.189000,-0.1586,-0.6032,1.1720,1.328
3.194000,-0.1440,-0.6087,1.1940,1.348
3.200000,-0.0894,-0.5864,1.2063,1.344
3.205000,-0.0272,-0.5385,1.1547,1.274
3.209000,0.0496,-0.4576,1.0412,1.138
3.214000,0.0766,-0.3738,0.9323,1.007
3.220000,0.0919,-0.2366,0.8467,0.884
3.227000,0.0759,-0.1129,0.7939,0.805
3.231000,0.0454,0.0262,0.8047,0.806
3.234000,-0.0047,0.1280,0.8410,0.851
3.240000,-0.0648,0.2112,0.9173,0.944
3.245000,-0.1473,0.2756,1.0242,1.071
3.251000,-0.1804,0.3064,1.1263,1.181
3.255000,-0.2332,0.3339,1.1762,1.245
3.262000,-0.3083,0.3266,1.3156,1.390
3.271000,-0.3798,0.2886,1.3367,1.419
3.271000,-0.4150,0.2297,1.2085,1.298
3.280000,-0.4159,0.1335,0.9453,1.041
3.281000,-0.4013,0.1008,0.6401,0.762
3.286000,-0.2984,0.0701,0.3382,0.456
3.290000,-0.1282,0.0610,0.0486,0.150
3.295000,0.0732,0.0548,-0.2243,0.242
3.300000,0.2175,0.0112,-0.4975,0.543
3.305000,0.3358,-0.0740,-0.7475,0.823
3.310000,0.4328,-0.1742,-0.8908,1.006
3.316000,0.4917,-0.2269,-0.9733,1.114
3.321000,0.5935,-0.2583,-1.0860,1.264
3.326000,0.6664,-0.2971,-1.1477,1.360
3.332000,0.6972,-0.3479,-1.1058,1.353
3.336000,0.7407,-0.4065,-0.9313,1.258
3.342000,0.7638,-0.4830,-0.6862,1.135
3.347000,0.7572,-0.5254,-0.4059,1.007
3.352000,0.7474,-0.5869,-0.0637,0.952
3.357000,0.7104,-0.6345,0.2786,0.992
3.361000,0.6479,-0.6591,0.5495,1.075
3.366000,0.5382,-0.7066,0.7804,1.182
3.372000,0.4167,-0.7412,0.9358,1.264
3.378000,0.2496,-0.7990,1.0516,1.344
3.382000,0.1114,-0.8321,1.1424,1.418
3.387000,-0.0220,-0.8431,1.1673,1.440
3.401000,-0.1004,-0.8722,1.1432,1.441
3.402000,-0.1908,-0.8931,1.0484,1.390
3.402000,-0.2188,-0.9054,0.9162,1.307
3.409000,-0.2395,-0.9206,0.7703,1.224
3.412000,-0.2620,-0.9001,0.5935,1.110
3.417000,-0.2670,-0.8531,0.4361,0.995
3.422000,-0.2670,-0.7796,0.3384,0.891
3.428000,-0.2903,-0.6841,0.2213,0.775
3.432000,-0.3330,-0.6287,0.1157,0.721
3.438000,-0.3953,-0.5366,0.0240,0.667
3.443000,-0.4749,-0.4389,-0.0253,0.647
3.448000,-0.5407,-0.3024,-0.0250,0.620
3.453000,-0.5785,-0.1774,-0.0012,0.605
3.462000,-0.5959,-0.0760,-0.0089,0.601
3.463000,-0.6246,-0.0486,-0.0288,0.627
3.470000,-0.5879,-0.0234,-0.0680,0.592
3.474000,-0.5309,-0.0222,-0.0714,0.536
3.478000,-0.4078,-0.0212,-0.0483,0.411
3.485000,-0.2324,-0.0182,-0.0393,0.236
3.489000,-0.0617,-0.0158,-0.0130,0.065
3.494000,0.0946,-0.0834,-0.0437,0.133
3.499000,0.2414,-0.1156,-0.1290,0.297
3.504000,0.3043,-0.1790,-0.2378,0.426
3.509000,0.3743,-0.2064,-0.3706,0.566
3.514000,0.3896,-0.2571,-0.4749,0.666
3.520000,0.4527,-0.3069,-0.5270,0.759
3.526000,0.6448,-0.2646,-0.6016,0.921
3.528000,0.8419,-0.1059,-0.6438,1.065
3.534000,0.9459,0.0593,-0.5488,1.095
3.540000,0.9356,0.1425,-0.4146,1.033
3.544000,0.9256,0.1575,-0.2290,0.966
3.550000,0.9131,0.0844,0.0254,0.917
3.554000,0.8631,-0.0272,0.3731,0.941
3.559000,0.8092,-0.1615,0.7525,1.117
3.564000,0.7392,-0.2979,1.0877,1.348
3.570000,0.6963,-0.4128,1.2762,1.511
3.574000,0.6662,-0.5230,1.3732,1.613
3.581000,0.5867,-0.5998,1.3837,1.618
3.590000,0.5249,-0.6425,1.3167,1.556
3.591000,0.4234,-0.6411,1.1623,1.393
3.597000,0.2986,-0.6332,0.9394,1.172
3.600000,0.1529,-0.6279,0.6834,0.941
3.605000,0.0212,-0.6148,0.4058,0.737
3.610000,-0.1299,-0.6101,0.1515,0.642
3.618000,-0.2379,-0.5416,-0.0464,0.593
3.621000,-0.3146,-0.4738,-0.1473,0.588
3.626000,-0.3283,-0.3758,-0.1369,0.517
3.630000,-0.3342,-0.2789,-0.0630,0.440
3.636000,-0.3850,-0.2120,0.0577,0.443
3.641000,-0.4544,-0.2089,0.1800,0.532
3.646000,-0.5623,-0.1770,0.3691,0.695
3.650000,-0.6489,-0.1454,0.5796,0.882
3.657000,-0.7579,-0.1672,0.7450,1.076
3.664000,-0.8392,-0.1686,0.8345,1.195
3.674000,-0.8982,-0.2191,0.8817,1.278
3.675000,-0.9445,-0.2395,0.8435,1.289
3.681000,-0.9326,-0.2439,0.6959,1.189
3.681000,-0.8597,-0.2151,0.5200,1.028
3.687000,-0.7448,-0.1765,0.3297,0.833
3.691000,-0.6040,-0.1373,0.1726,0.643
3.697000,-0.4398,-0.0951,0.0128,0.450
3.702000,-0.2856,-0.1070,-0.1380,0.335
3.707000,-0.1820,-0.1152,-0.2273,0.313
3.712000,-0.0619,-0.1342,-0.2841,0.320
3.716000,0.0198,-0.1209,-0.2674,0.294
3.723000,0.1276,-0.0877,-0.2157,0.265
3.727000,0.2497,-0.0585,-0.1071,0.278
3.733000,0.3358,-0.0361,0.0345,0.339
3.738000,0.3719,0.0056,0.1830,0.415
3.743000,0.4034,0.0015,0.3554,0.538
3.747000,0.4154,0.0043,0.5207,0.666
3.753000,0.3916,-0.0392,0.6744,0.781
3.761000,0.3797,-0.1005,0.8025,0.893
3.763000,0.3751,-0.1680,0.9316,1.018
3.768000,0.3489,-0.2802,0.9948,1.091
3.772000,0.3203,-0.3651,0.9899,1.103
3.779000,0.3060,-0.4847,0.8879,1.057
3.783000,0.2892,-0.5742,0.7558,0.992
3.787000,0.2895,-0.6236,0.5551,0.884
3.796000,0.2783,-0.6806,0.3621,0.820
3.798000,0.2870,-0.6992,0.1837,0.778
3.804000,0.3012,-0.7319,-0.0018,0.791
3.808000,0.3043,-0.7306,-0.1754,0.811
3.813000,0.2794,-0.7572,-0.3135,0.866
3.818000,0.2533,-0.7061,-0.4189,0.859
3.825000,0.2087,-0.6253,-0.5009,0.828
3.828000,0.1671,-0.5720,-0.5170,0.789
3.834000,0.0827,-0.5057,-0.5170,0.728
3.839000,-0.0018,-0.4576,-0.4677,0.654
3.844000,-0.0747,-0.4063,-0.3904,0.568
3.848000,-0.1169,-0.3761,-0.2681,0.476
3.854000,-0.1471,-0.3362,-0.0863,0.377
3.864000,-0.0926,-0.2852,0.1328,0.328
3.865000,-0.0314,-0.2662,0.2962,0.399
3.869000,-0.0276,-0.2578,0.4185,0.492
3.874000,0.0111,-0.2624,0.4290,0.503
3.883000,-0.0367,-0.2893,0.4163,0.508
3.885000,-0.0328,-0.2881,0.3402,0.447
3.890000,0.0113,-0.2660,0.2673,0.377
3.896000,0.0574,-0.2512,0.1808,0.315
3.899000,0.1678,-0.2055,0.1068,0.286
3.905000,0.2826,-0.1526,0.0759,0.330
3.910000,0.3660,-0.0875,0.0588,0.381
3.916000,0.3821,-0.0477,0.0362,0.387
3.919000,0.3954,0.0335,0.0506,0.400
3.926000,0.3819,0.1295,0.1637,0.435
3.930000,0.3468,0.1732,0.3371,0.514
3.936000,0.3254,0.1855,0.5566,0.671
3.941000,0.2942,0.1423,0.7867,0.852
3.946000,0.2653,0.0883,0.9924,1.031
3.950000,0.2247,-0.0149,1.1506,1.172
3.956000,0.1651,-0.1315,1.2023,1.221
3.964000,0.1370,-0.2569,1.1915,1.227
3.965000,0.1450,-0.3550,1.0377,1.106
3.971000,0.1532,-0.4374,0.7773,0.905
3.978000,0.1761,-0.4700,0.4531,0.676
3.980000,0.1683,-0.4928,0.0936,0.529
3.986000,0.1826,-0.5000,-0.2590,0.592
3.991000,0.1762,-0.4532,-0.5838,0.760
3.996000,0.1490,-0.4520,-0.8387,0.964
4.001000,0.1322,-0.4270,-0.9913,1.087
4.007000,0.0972,-0.3949,-1.0495,1.126
4.011000,0.0634,-0.3795,-0.9834,1.056
4.017000,0.0406,-0.3073,-0.8055,0.863
4.022000,0.0405,-0.2245,-0.5188,0.567
4.027000,0.0058,-0.1460,-0.1640,0.220
4.032000,-0.1037,-0.0630,0.2159,0.248
4.036000,-0.2030,-0.0332,0.5788,0.614
4.044000,-0.3755,0.0026,0.8845,0.961
4.047000,-0.5381,0.0133,1.1340,1.255
4.053000,-0.6742,0.0320,1.3397,1.500
4.057000,-0.7507,0.0728,1.4902,1.670
4.062000,-0.7873,0.0809,1.5502,1.741
4.067000,-0.7583,0.0834,1.3800,1.577
4.072000,-0.7178,0.0922,1.3378,1.521
4.084000,-0.7514,0.0499,1.3536,1.549
4.085000,-0.7504,0.0044,1.2420,1.451
4.091000,-0.7919,-0.0894,1.0228,1.297
4.099000,-0.8829,-0.2046,0.7229,1.159
4.100000,-0.8965,-0.3266,0.4450,1.053
4.103000,-0.8066,-0.3959,0.1602,0.913
4.108000,-0.6344,-0.4460,-0.1267,0.786
4.113000,-0.4661,-0.5006,-0.3968,0.791
4.118000,-0.2696,-0.5489,-0.7341,0.955
4.124000,-0.0895,-0.5987,-1.0310,1.196
4.129000,0.1032,-0.6040,-1.2734,1.413
4.132000,0.2632,-0.5715,-1.4668,1.596
4.139000,0.4404,-0.5010,-1.6160,1.748
4.145000,0.5728,-0.4330,-1.7047,1.850
4.149000,0.6549,-0.3577,-1.7233,1.878
4.153000,0.7157,-0.3020,-1.6431,1.817
4.160000,0.7673,-0.2732,-1.4471,1.661
4.164000,0.8120,-0.2315,-1.1492,1.426
4.169000,0.8503,-0.1606,-0.8210,1.193
4.174000,0.8536,-0.0923,-0.4261,0.958
4.181000,0.8362,-0.0176,-0.0360,0.837
4.186000,0.6858,-0.0325,0.3497,0.770
4.188000,0.6102,-0.1402,0.6861,0.929
4.201000,0.6419,-0.1587,0.9159,1.130
4.202000,0.7062,-0.0307,1.0509,1.266
4.205000,0.7050,0.1197,1.1796,1.379
4.210000,0.6605,0.2065,1.2324,1.413
4.214000,0.6322,0.2391,1.3198,1.483
4.220000,0.6126,0.1623,1.3556,1.496
4.224000,0.5710,0.0551,1.3330,1.451
4.230000,0.5197,-0.0326,1.3215,1.420
4.234000,0.5002,-0.0502,1.2372,1.335
4.240000,0.5032,-0.1027,1.0991,1.213
4.244000,0.4785,-0.1752,0.9117,1.044
4.251000,0.4333,-0.2457,0.6196,0.795
4.255000,0.3814,-0.2943,0.3278,0.583
4.264000,0.3424,-0.3232,0.0767,0.477
4.265000,0.3354,-0.3176,-0.1247,0.478
4.270000,0.3172,-0.3154,-0.2861,0.531
4.286000,0.2731,-0.2999,-0.4220,0.585
4.287000,0.1834,-0.2995,-0.5349,0.640
4.288000,0.0741,-0.2832,-0.6466,0.710
4.291000,0.0006,-0.2533,-0.6828,0.728
4.297000,-0.0586,-0.2052,-0.6412,0.676
4.300000,-0.0791,-0.1104,-0.5504,0.567
4.306000,-0.1114,-0.0172,-0.4341,0.449
4.311000,-0.1317,0.0214,-0.2848,0.315
4.315000,-0.1786,0.0386,-0.1478,0.235
4.322000,-0.2453,0.0341,-0.0420,0.251
4.328000,-0.2793,0.0200,0.0326,0.282
4.332000,-0.2971,0.0393,0.1048,0.317
4.337000,-0.2670,0.0703,0.1939,0.337
4.341000,-0.2295,0.1344,0.3022,0.403
4.347000,-0.1778,0.1380,0.3557,0.421
4.352000,-0.1530,0.0980,0.3643,0.407
4.357000,-0.1933,0.0410,0.3348,0.389
4.363000,-0.2223,0.0079,0.2958,0.370
4.366000,-0.2519,-0.0038,0.2737,0.372
4.371000,-0.2603,-0.0252,0.2517,0.363
4.385000,-0.2643,-0.0591,0.2373,0.360
4.386000,-0.2834,-0.1507,0.1801,0.368
4.387000,-0.3125,-0.2689,0.0875,0.421
4.392000,-0.3493,-0.3874,-0.0574,0.525
4.397000,-0.3167,-0.4772,-0.1804,0.600
4.402000,-0.2529,-0.4976,-0.3008,0.634
4.408000,-0.1647,-0.5203,-0.4474,0.706
4.414000,-0.0758,-0.5595,-0.5653,0.799
4.418000,0.0018,-0.5814,-0.6667,0.885
4.422000,0.0969,-0.5640,-0.7591,0.951
4.427000,0.1928,-0.4857,-0.8211,0.973
4.433000,0.2656,-0.3724,-0.8029,0.924
4.437000,0.3176,-0.2244,-0.7092,0.809
4.444000,0.3081,-0.0991,-0.5569,0.644
4.449000,0.2939,-0.0399,-0.3696,0.474
4.452000,0.2147,-0.0207,-0.1495,0.262
4.457000,0.1258,0.0367,0.1420,0.193
4.464000,0.0490,0.0865,0.4597,0.470
4.469000,0.0275,0.1304,0.7897,0.801
4.472000,0.0037,0.1752,1.1013,1.115
4.482000,-0.0272,0.2324,1.3350,1.355
4.487000,-0.0324,0.2707,1.4861,1.511
4.488000,-0.0722,0.2758,1.5357,1.562
4.502000,-0.1255,0.2740,1.5223,1.552
4.502000,-0.1824,0.2680,1.4360,1.472
4.505000,-0.2022,0.2365,1.2815,1.319
4.509000,-0.1799,0.1824,1.0421,1.073
4.514000,-0.1485,0.1206,0.7388,0.763
4.518000,-0.0912,0.1044,0.4143,0.437
4.525000,-0.0099,0.0603,0.0824,0.103
4.529000,0.1170,0.0557,-0.2092,0.246
4.534000,0.2540,0.0839,-0.4539,0.527
4.540000,0.3654,0.1069,-0.6590,0.761
4.545000,0.4656,0.1438,-0.7434,0.889
4.551000,0.5355,0.1660,-0.7670,0.950
4.555000,0.5608,0.1875,-0.7082,0.923
4.561000,0.5414,0.1814,-0.5714,0.808
4.565000,0.4773,0.1688,-0.3778,0.632
4.570000,0.3871,0.1250,-0.1413,0.431
4.575000,0.2901,0.0737,0.0712,0.308
4.581000,0.1951,0.0526,0.2723,0.339
4.587000,0.1213,-0.0005,0.4211,0.438
4.591000,0.0422,-0.0403,0.4726,0.476
4.600000,0.0005,-0.1075,0.4722,0.484
4.601000,-0.0080,-0.1779,0.4271,0.463
4.606000,0.0238,-0.2563,0.3539,0.438
4.610000,0.0510,-0.3161,0.2526,0.408
4.616000,0.1073,-0.3859,0.1279,0.420
4.620000,0.1882,-0.4369,0.0396,0.477
4.626000,0.2651,-0.4833,-0.0890,0.558
4.630000,0.3119,-0.5080,-0.2248,0.637
4.636000,0.3406,-0.4914,-0.3417,0.689
4.641000,0.3847,-0.4238,-0.3872,0.691
4.646000,0.3867,-0.3003,-0.4023,0.634
4.652000,0.3558,-0.2262,-0.4181,0.594
4.656000,0.2844,-0.1441,-0.3772,0.494
4.664000,0.1460,-0.0708,-0.2868,0.329
4.670000,0.0216,0.0292,-0.1480,0.152
4.670000,-0.0593,0.0906,0.0368,0.114
4.677000,-0.1015,0.1655,0.2488,0.316
4.683000,-0.1437,0.2250,0.4736,0.544
4.687000,-0.1668,0.2879,0.6664,0.745
4.691000,-0.1664,0.3489,0.8277,0.913
4.696000,-0.2047,0.3554,0.9438,1.029
4.702000,-0.2867,0.3409,0.9677,1.065
4.708000,-0.3769,0.2794,0.8504,0.971
4.711000,-0.4754,0.1669,0.6641,0.834
4.718000,-0.5153,0.0375,0.3734,0.637
4.723000,-0.4822,-0.0016,0.0549,0.485
4.729000,-0.3828,-0.0310,-0.2584,0.463
4.732000,-0.2149,-0.0431,-0.5956,0.635
4.738000,-0.1069,-0.0634,-0.9165,0.925
4.743000,0.0058,-0.0984,-1.1885,1.193
4.748000,0.0946,-0.1571,-1.3815,1.394
4.752000,0.1549,-0.1587,-1.5126,1.529
4.758000,0.1721,-0.1557,-1.3737,1.393
4.765000,0.1725,-0.1791,-1.4464,1.468
4.771000,0.2159,-0.1719,-1.3657,1.393
4.772000,0.2361,-0.1657,-1.1490,1.185
4.784000,0.2480,-0.1685,-0.8490,0.900
4.785000,0.2418,-0.1857,-0.5798,0.655
4.788000,0.1501,-0.2342,-0.3860,0.476
4.795000,0.0209,-0.2949,-0.2574,0.392
4.798000,-0.0982,-0.3082,-0.1817,0.371
4.803000,-0.1212,-0.2506,-0.0802,0.290
4.808000,-0.1149,-0.1343,0.0255,0.179
4.814000,-0.0557,0.0163,0.1376,0.149
4.818000,-0.0346,0.1346,0.2109,0.253
4.824000,-0.0565,0.1832,0.2480,0.313
4.829000,-0.1075,0.2267,0.3132,0.401
4.834000,-0.1804,0.2533,0.3326,0.455
4.839000,-0.2467,0.2893,0.3684,0.529
4.846000,-0.2677,0.3510,0.4562,0.635
4.848000,-0.2484,0.4022,0.5696,0.740
4.854000,-0.2696,0.4331,0.6733,0.845
4.860000,-0.2765,0.4366,0.7532,0.913
4.866000,-0.3026,0.4159,0.7722,0.928
4.877000,-0.3481,0.4226,0.7418,0.922
4.877000,-0.3532,0.4333,0.6763,0.877
4.883000,-0.3491,0.4745,0.5778,0.825
4.885000,-0.3288,0.5226,0.4293,0.752
4.889000,-0.3164,0.5493,0.2737,0.690
4.895000,-0.3239,0.5694,0.1058,0.664
4.899000,-0.2914,0.5785,-0.0459,0.649
4.905000,-0.2527,0.5715,-0.1429,0.641
4.912000,-0.1765,0.5317,-0.2188,0.601
4.915000,-0.1248,0.4471,-0.2735,0.539
4.920000,-0.0497,0.3602,-0.2971,0.470
4.926000,0.0227,0.2494,-0.3541,0.434
4.929000,0.0904,0.1432,-0.4083,0.442
4.935000,0.1659,0.0606,-0.4406,0.475
4.940000,0.2590,-0.0081,-0.4915,0.556
4.946000,0.3414,-0.0605,-0.5635,0.662
4.951000,0.4031,-0.1324,-0.6422,0.770
4.957000,0.4396,-0.1611,-0.7757,0.906
4.961000,0.4889,-0.1752,-0.8949,1.035
4.965000,0.4859,-0.1384,-1.0026,1.123
4.971000,0.4713,-0.1125,-1.1061,1.208
4.976000,0.4423,-0.0565,-1.1842,1.265
4.982000,0.4469,-0.0014,-1.2157,1.295
4.990000,0.4060,0.0599,-1.1621,1.232
4.991000,0.3922,0.1009,-1.0139,1.092
5.005000,0.3621,0.1450,-0.8043,0.894
5.005000,0.3139,0.1451,-0.5458,0.646
5.006000,0.2379,0.1233,-0.2794,0.387
5.012000,0.1129,0.0698,-0.0358,0.137
5.016000,0.0006,0.0105,0.1356,0.136
5.022000,-0.1204,-0.0523,0.2569,0.289
5.026000,-0.2241,-0.0881,0.3004,0.385
5.032000,-0.3108,-0.1256,0.2904,0.444
5.036000,-0.3450,-0.1666,0.2294,0.447
5.043000,-0.3504,-0.1659,0.0678,0.394
5.047000,-0.3250,-0.1490,-0.1372,0.383
5.053000,-0.2856,-0.0844,-0.3835,0.486
5.057000,-0.2823,-0.0029,-0.6331,0.693
5.065000,-0.3104,0.0390,-0.8842,0.938
5.072000,-0.3318,0.0633,-1.0728,1.125
5.073000,-0.3420,0.0750,-1.1805,1.231
5.086000,-0.3402,0.0787,-1.1936,1.244
5.087000,-0.2646,0.1051,-1.0912,1.128
5.087000,-0.1650,0.1558,-0.9048,0.933
5.093000,-0.0845,0.1849,-0.6678,0.698
5.097000,-0.0445,0.1946,-0.4588,0.500
5.103000,-0.0670,0.1820,-0.3126,0.368
5.107000,-0.0996,0.1522,-0.2502,0.309
5.113000,-0.1543,0.1123,-0.2115,0.285
5.118000,-0.1575,0.0791,-0.2391,0.297
5.124000,-0.1230,0.0479,-0.2493,0.282
5.129000,-0.0174,0.0356,-0.2710,0.274
5.134000,0.1357,0.0423,-0.2948,0.327
5.139000,0.3288,0.1182,-0.3211,0.474
5.145000,0.4451,0.2063,-0.3550,0.606
5.149000,0.5324,0.2759,-0.3562,0.697
5.153000,0.5411,0.3558,-0.2921,0.710
5.159000,0.5643,0.4340,-0.1345,0.724
5.165000,0.5115,0.5315,0.0852,0.743
5.168000,0.4613,0.5715,0.3692,0.822
5.173000,0.3641,0.5778,0.6701,0.957
5.183000,0.2581,0.5760,0.9809,1.166
5.184000,0.1504,0.5679,1.2619,1.392
5.190000,0.0525,0.5746,1.4684,1.578
5.202000,-0.0381,0.5377,1.6055,1.694
5.203000,-0.1292,0.4913,1.6486,1.725
5.205000,-0.2089,0.4426,1.5953,1.669
5.209000,-0.2817,0.3801,1.4479,1.523
5.215000,-0.3480,0.2826,1.2206,1.300
5.219000,-0.3980,0.1840,0.9348,1.032
5.225000,-0.4295,0.0752,0.5805,0.726
5.229000,-0.4370,-0.0357,0.1859,0.476
5.234000,-0.4472,-0.0885,-0.2134,0.503
5.241000,-0.4022,-0.1399,-0.5678,0.710
5.246000,-0.3278,-0.1369,-0.8680,0.938
5.251000,-0.2741,-0.1341,-1.1049,1.146
5.255000,-0.1953,-0.1219,-1.2620,1.283
5.260000,-0.1605,-0.0715,-1.3202,1.332
5.265000,-0.1747,-0.0188,-1.2916,1.304
5.270000,-0.2214,0.0431,-1.2217,1.242
5.276000,-0.2795,0.0708,-1.0790,1.117
5.283000,-0.3638,0.1356,-0.8442,0.929
5.291000,-0.4339,0.1843,-0.5672,0.738
5.291000,-0.5285,0.2353,-0.2475,0.629
5.303000,-0.5907,0.2473,0.0460,0.642
5.304000,-0.6497,0.2388,0.2947,0.752
5.306000,-0.6627,0.1807,0.4702,0.832
5.313000,-0.6895,0.1350,0.5657,0.902
5.316000,-0.6316,0.0729,0.5862,0.865
5.321000,-0.5316,0.0422,0.5246,0.748
5.327000,-0.3769,-0.0023,0.4238,0.567
5.332000,-0.2127,-0.0411,0.2383,0.322
5.336000,-0.0771,-0.0881,0.0084,0.117
5.341000,0.0636,-0.1163,-0.2567,0.289
5.348000,0.1664,-0.1350,-0.5286,0.570
5.351000,0.2571,-0.1052,-0.7744,0.823
5.356000,0.3410,-0.0887,-1.0087,1.068
5.366000,0.3962,-0.0301,-1.1720,1.238
5.367000,0.4423,-0.0034,-1.2671,1.342
5.372000,0.4645,0.0344,-1.2844,1.366
5.385000,0.4777,0.0544,-1.2501,1.339
5.386000,0.4791,0.0751,-1.1399,1.239
5.387000,0.4663,0.0795,-0.9823,1.090
5.393000,0.4345,0.0694,-0.8225,0.933
5.397000,0.4170,0.0373,-0.6529,0.776
5.402000,0.4141,0.0092,-0.5091,0.656
5.408000,0.4211,0.0255,-0.3624,0.556
5.413000,0.4285,0.0288,-0.2771,0.511
5.418000,0.4821,0.0502,-0.2151,0.530
5.423000,0.5101,0.0755,-0.1860,0.548
5.427000,0.5195,0.0716,-0.2066,0.564
5.432000,0.5076,0.0819,-0.2822,0.587
5.439000,0.4889,0.0925,-0.3603,0.614
5.442000,0.4777,0.1256,-0.4008,0.636
5.448000,0.4886,0.2435,-0.4039,0.679
5.453000,0.4908,0.3481,-0.3266,0.685
5.457000,0.4772,0.4682,-0.1642,0.688
5.466000,0.4549,0.5651,0.0594,0.728
5.469000,0.3832,0.6458,0.2799,0.801
5.473000,0.2733,0.6933,0.5166,0.907
5.486000,0.1394,0.7311,0.7339,1.045
5.487000,-0.0020,0.7371,0.9849,1.230
5.489000,-0.1271,0.7515,1.2053,1.426
5.494000,-0.2338,0.7354,1.3767,1.578
5.498000,-0.3438,0.6956,1.4921,1.682
5.505000,-0.4548,0.5888,1.5017,1.676
5.509000,-0.5645,0.4918,1.3696,1.561
5.514000,-0.6492,0.3929,1.1340,1.364
5.520000,-0.7037,0.3312,0.7394,1.073
5.525000,-0.7305,0.2619,0.2955,0.830
5.530000,-0.6765,0.2242,-0.1697,0.733
