time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
19.387000,0.7688,0.0537,0.2487,0.810
19.392000,0.7229,0.0106,0.5393,0.902
19.397000,0.6572,-0.0557,0.7958,1.034
19.403000,0.5643,-0.1239,0.9521,1.114
19.408000,0.4676,-0.1820,0.9688,1.091
19.413000,0.3359,-0.2488,0.8657,0.961
19.421000,0.2121,-0.2808,0.6956,0.780
19.429000,0.1149,-0.2468,0.4396,0.517
19.430000,0.0515,-0.2274,0.1478,0.276
19.433000,0.0054,-0.1791,-0.1491,0.233
19.438000,-0.0423,-0.1277,-0.4182,0.439
19.443000,-0.0748,-0.0966,-0.6149,0.627
19.448000,-0.1445,-0.0452,-0.7493,0.764
19.453000,-0.1965,-0.0069,-0.8125,0.836
19.458000,-0.2933,-0.0030,-0.8431,0.893
19.464000,-0.4015,0.0021,-0.8006,0.896
19.469000,-0.5020,0.0007,-0.6949,0.857
19.472000,-0.5902,-0.0053,-0.5451,0.803
19.479000,-0.6590,-0.0090,-0.3916,0.767
19.485000,-0.7183,-0.0082,-0.3010,0.779
19.488000,-0.7370,-0.0246,-0.2060,0.766
19.493000,-0.7578,-0.0390,-0.1281,0.770
19.498000,-0.7262,-0.0252,-0.0860,0.732
19.504000,-0.7163,-0.0188,-0.1273,0.728
19.508000,-0.7094,-0.0454,-0.1970,0.738
19.514000,-0.7249,-0.0544,-0.3142,0.792
19.522000,-0.7244,-0.0694,-0.3765,0.819
19.524000,-0.6674,-0.0713,-0.3679,0.765
19.528000,-0.6088,-0.0484,-0.3127,0.686
19.539000,-0.5367,-0.0392,-0.1849,0.569
19.540000,-0.4675,-0.0274,-0.0179,0.469
19.545000,-0.4272,-0.0659,0.1574,0.460
19.548000,-0.4015,-0.0646,0.3271,0.522
19.554000,-0.3712,-0.1050,0.4845,0.619
19.560000,-0.3509,-0.1206,0.5610,0.673
19.565000,-0.3737,-0.1565,0.5691,0.699
19.570000,-0.3537,-0.1937,0.4928,0.637
19.575000,-0.3338,-0.1770,0.3442,0.511
19.579000,-0.2688,-0.1349,0.1784,0.350
19.586000,-0.1996,-0.0479,-0.0409,0.209
19.590000,-0.1406,0.0037,-0.2660,0.301
19.595000,-0.0751,0.0847,-0.4951,0.508
19.602000,-0.0007,0.1644,-0.6237,0.645
19.605000,0.0636,0.2571,-0.6434,0.696
19.610000,0.1439,0.3529,-0.5357,0.657
19.616000,0.1880,0.3754,-0.4013,0.581
19.620000,0.1844,0.3958,-0.2018,0.481
19.626000,0.1545,0.3635,0.0294,0.396
19.630000,0.1295,0.3379,0.2758,0.455
19.639000,0.1282,0.3160,0.4570,0.570
19.640000,0.1075,0.2550,0.5759,0.639
19.646000,0.1173,0.2241,0.6187,0.668
19.663000,0.1650,0.1923,0.6311,0.680
19.664000,0.2383,0.1953,0.6157,0.689
19.664000,0.3659,0.2025,0.5415,0.684
19.666000,0.4664,0.2167,0.4181,0.663
19.672000,0.5283,0.2383,0.2741,0.641
19.676000,0.5758,0.2487,0.1425,0.643
19.682000,0.5707,0.2697,0.0587,0.634
19.687000,0.5871,0.3036,0.0435,0.662
19.693000,0.5915,0.3002,0.1014,0.671
19.697000,0.5747,0.2688,0.2320,0.676
19.702000,0.5657,0.2447,0.4186,0.745
19.707000,0.5718,0.2154,0.6422,0.886
19.711000,0.5521,0.1827,0.8244,1.009
19.717000,0.4739,0.1132,0.9516,1.069
19.722000,0.3750,0.0571,0.9529,1.026
19.727000,0.2625,0.0120,0.8958,0.934
19.731000,0.1651,-0.0457,0.7497,0.769
19.738000,0.0777,-0.0655,0.5745,0.583
19.742000,0.0264,-0.0806,0.3343,0.345
19.747000,-0.0296,-0.0856,0.0934,0.130
19.757000,-0.0613,-0.1109,-0.1485,0.195
19.758000,-0.0974,-0.1253,-0.3300,0.366
19.763000,-0.1023,-0.1192,-0.4706,0.496
19.769000,-0.1145,-0.1548,-0.5467,0.580
19.772000,-0.1575,-0.1867,-0.5849,0.634
19.778000,-0.2100,-0.2578,-0.6187,0.702
19.783000,-0.2624,-0.3134,-0.6124,0.736
19.788000,-0.2673,-0.3707,-0.5777,0.737
19.794000,-0.2698,-0.4133,-0.5433,0.734
19.799000,-0.2078,-0.4651,-0.5069,0.719
19.806000,-0.1358,-0.4856,-0.4564,0.680
19.808000,-0.0537,-0.4965,-0.3921,0.635
19.813000,0.0332,-0.4739,-0.3355,0.582
19.822000,0.0462,-0.4724,-0.3201,0.573
19.823000,0.0325,-0.4227,-0.3220,0.532
19.828000,-0.0014,-0.3701,-0.3246,0.492
19.841000,-0.0266,-0.3358,-0.2638,0.428
19.842000,-0.0358,-0.2464,-0.1187,0.276
19.845000,0.0215,-0.1928,0.0890,0.213
19.849000,0.0951,-0.1635,0.3591,0.406
19.853000,0.1635,-0.1707,0.6394,0.682
19.858000,0.2079,-0.1982,0.8945,0.939
19.864000,0.2309,-0.2036,1.0942,1.137
19.869000,0.2298,-0.2465,1.2224,1.268
19.874000,0.2047,-0.2888,1.2561,1.305
19.880000,0.1675,-0.3424,1.1841,1.244
19.886000,0.1469,-0.3946,1.0427,1.124
19.890000,0.1834,-0.4120,0.8248,0.940
19.894000,0.2221,-0.3871,0.5879,0.738
19.900000,0.2487,-0.3693,0.3077,0.541
19.905000,0.3017,-0.3318,0.0339,0.450
19.910000,0.3332,-0.2859,-0.2411,0.501
19.914000,0.3578,-0.1932,-0.4417,0.600
19.923000,0.3922,-0.1013,-0.5306,0.668
19.925000,0.4029,-0.0531,-0.4779,0.627
19.929000,0.3876,0.0035,-0.3153,0.500
19.945000,0.3871,0.0607,-0.0955,0.403
19.946000,0.3435,0.0445,0.1792,0.390
19.946000,0.2834,0.0591,0.4634,0.546
19.953000,0.2303,0.0633,0.7364,0.774
19.955000,0.1937,0.0663,0.9439,0.966
19.960000,0.1713,0.0557,1.1293,1.144
19.966000,0.1510,0.0269,1.2267,1.236
19.971000,0.1304,0.0108,1.2224,1.229
19.980000,0.1165,-0.0806,1.1291,1.138
19.981000,0.0856,-0.1773,0.9498,0.970
19.988000,0.1189,-0.2742,0.7062,0.767
19.990000,0.1706,-0.3753,0.4031,0.577
19.996000,0.2155,-0.4301,0.0761,0.487
20.001000,0.2915,-0.4812,-0.1918,0.594
20.006000,0.3821,-0.5001,-0.3939,0.743
20.011000,0.4134,-0.5296,-0.5667,0.879
20.015000,0.4095,-0.5506,-0.6986,0.979
20.023000,0.3965,-0.6156,-0.7777,1.068
20.026000,0.3487,-0.6625,-0.8117,1.104
20.031000,0.3188,-0.6492,-0.7698,1.056
20.041000,0.2667,-0.6309,-0.6715,0.959
20.043000,0.1994,-0.6293,-0.5813,0.880
20.048000,0.0977,-0.6157,-0.5014,0.800
20.051000,0.0253,-0.6043,-0.4864,0.776
20.057000,-0.0538,-0.5617,-0.4458,0.719
20.062000,-0.1065,-0.4666,-0.3918,0.618
20.067000,-0.1285,-0.3524,-0.3030,0.482
20.072000,-0.1411,-0.2457,-0.1894,0.341
20.078000,-0.1708,-0.1964,-0.0391,0.263
20.082000,-0.1555,-0.1522,0.1599,0.270
20.087000,-0.1788,-0.1232,0.3385,0.402
20.093000,-0.2025,-0.1452,0.5188,0.575
20.098000,-0.2431,-0.1731,0.6367,0.703
20.103000,-0.2959,-0.1999,0.7024,0.788
20.108000,-0.3131,-0.2446,0.6808,0.788
20.112000,-0.3140,-0.2878,0.6056,0.740
20.119000,-0.3532,-0.3171,0.4628,0.663
20.123000,-0.3380,-0.3512,0.2405,0.544
20.128000,-0.2683,-0.3322,0.0245,0.428
20.133000,-0.1656,-0.2984,-0.1261,0.364
20.139000,-0.0539,-0.2494,-0.2478,0.356
20.143000,-0.0021,-0.2210,-0.3148,0.385
20.148000,0.0281,-0.2103,-0.3703,0.427
20.158000,0.0604,-0.2007,-0.3433,0.402
20.159000,0.0643,-0.1901,-0.1985,0.282
20.165000,0.0807,-0.1458,0.0088,0.167
20.170000,0.0858,-0.1494,0.2762,0.326
20.173000,0.0576,-0.1725,0.5156,0.547
20.178000,0.0129,-0.1796,0.6847,0.708
20.185000,-0.0345,-0.1994,0.7699,0.796
20.188000,-0.0464,-0.1793,0.8359,0.856
20.194000,-0.0131,-0.1435,0.8852,0.897
20.200000,0.0171,-0.1230,0.8966,0.905
20.204000,0.0634,-0.1008,0.8584,0.867
20.210000,0.0685,-0.1245,0.7639,0.777
20.213000,0.0759,-0.1340,0.6561,0.674
20.222000,0.0950,-0.1341,0.5613,0.585
20.224000,0.1234,-0.1535,0.4604,0.501
20.229000,0.1806,-0.1514,0.3531,0.424
20.241000,0.2018,-0.1634,0.2229,0.342
20.241000,0.2207,-0.1252,0.1174,0.280
20.244000,0.2421,-0.0940,0.0385,0.263
20.249000,0.2257,-0.0675,-0.0446,0.240
20.256000,0.2020,-0.0551,-0.1012,0.233
20.259000,0.1761,-0.0545,-0.1717,0.252
20.264000,0.1573,-0.0486,-0.2348,0.287
20.270000,0.1531,-0.0328,-0.2669,0.309
20.275000,0.1779,-0.0001,-0.2538,0.310
20.279000,0.2315,0.0326,-0.2102,0.314
20.286000,0.2946,0.0367,-0.1315,0.325
20.290000,0.3288,0.0479,-0.0653,0.339
20.296000,0.3170,0.0282,-0.0306,0.320
20.300000,0.2739,0.0041,-0.0057,0.274
20.305000,0.2349,-0.0294,0.0095,0.237
20.311000,0.2126,-0.0697,0.0697,0.234
20.317000,0.2044,-0.0911,0.1440,0.266
20.323000,0.2605,-0.1272,0.2013,0.353
20.325000,0.2999,-0.1730,0.2491,0.427
20.331000,0.3347,-0.2169,0.2709,0.482
20.341000,0.3479,-0.2630,0.2310,0.494
20.342000,0.3612,-0.2947,0.1511,0.490
20.347000,0.3863,-0.3046,0.0980,0.502
20.351000,0.3902,-0.3307,0.0475,0.514
20.356000,0.3942,-0.3586,0.0327,0.534
20.361000,0.3937,-0.4097,0.0249,0.569
20.367000,0.3936,-0.4460,0.0266,0.595
20.372000,0.4153,-0.4748,0.0805,0.636
20.378000,0.4281,-0.4679,0.1625,0.655
20.381000,0.4296,-0.4568,0.2228,0.665
20.388000,0.3797,-0.4581,0.2947,0.664
20.392000,0.3067,-0.4505,0.3190,0.632
20.396000,0.1916,-0.4509,0.3198,0.585
20.404000,0.1107,-0.4542,0.2806,0.545
20.409000,0.0111,-0.4343,0.2042,0.480
20.413000,-0.0546,-0.4052,0.0905,0.419
20.416000,-0.1033,-0.3572,-0.0223,0.373
20.423000,-0.1158,-0.2950,-0.1345,0.344
20.428000,-0.1042,-0.2112,-0.2153,0.319
20.433000,-0.1214,-0.1321,-0.2817,0.334
20.440000,-0.1338,-0.0646,-0.3055,0.340
20.443000,-0.1372,-0.0132,-0.3227,0.351
20.447000,-0.1934,0.0389,-0.3119,0.369
20.457000,-0.2088,0.0841,-0.2258,0.319
20.458000,-0.2148,0.0819,-0.0599,0.238
20.464000,-0.2206,0.1153,0.1308,0.281
20.468000,-0.2670,0.0908,0.3131,0.421
20.473000,-0.3158,0.0324,0.4352,0.539
20.479000,-0.3389,-0.0241,0.5237,0.624
20.484000,-0.3555,-0.0860,0.5694,0.677
20.488000,-0.3393,-0.0964,0.5634,0.665
20.494000,-0.3355,-0.1289,0.5081,0.622
20.500000,-0.3156,-0.1735,0.3824,0.525
20.503000,-0.2506,-0.2038,0.2033,0.382
20.509000,-0.1549,-0.1980,0.0327,0.254
20.514000,-0.0639,-0.1989,-0.1225,0.242
20.523000,0.0295,-0.1942,-0.2201,0.295
20.524000,0.1065,-0.1790,-0.2962,0.362
20.529000,0.1335,-0.1676,-0.3486,0.409
20.533000,0.1441,-0.1480,-0.3468,0.404
20.539000,0.1002,-0.1156,-0.3006,0.337
20.545000,0.0089,-0.0993,-0.2173,0.239
20.550000,-0.0536,-0.0874,-0.0899,0.136
20.554000,-0.0922,-0.0614,0.0767,0.135
20.559000,-0.1117,-0.0526,0.2732,0.300
20.565000,-0.0907,-0.0329,0.4496,0.460
20.571000,-0.0389,-0.0000,0.5847,0.586
20.576000,-0.0230,0.0509,0.6647,0.667
20.580000,-0.0052,0.0743,0.6875,0.692
20.585000,-0.0333,0.1065,0.6655,0.675
20.590000,-0.0526,0.1189,0.6059,0.620
20.595000,-0.0634,0.0858,0.5234,0.534
20.599000,-0.0560,0.0291,0.4250,0.430
20.608000,-0.0300,-0.0200,0.3298,0.332
20.611000,0.0530,-0.0115,0.2447,0.251
20.615000,0.1506,-0.0315,0.2149,0.264
20.624000,0.2529,-0.0275,0.2162,0.334
20.625000,0.3192,-0.0401,0.1984,0.378
20.632000,0.3330,-0.1023,0.1616,0.384
20.643000,0.3351,-0.1375,0.1464,0.391
20.644000,0.3568,-0.1462,0.1905,0.430
20.645000,0.3793,-0.1311,0.2651,0.481
20.650000,0.4049,-0.0806,0.3534,0.543
20.657000,0.3975,-0.0686,0.4054,0.572
20.662000,0.3478,-0.0688,0.4381,0.564
20.666000,0.2461,-0.0477,0.4540,0.519
20.671000,0.1357,-0.0412,0.4722,0.493
20.676000,0.0524,0.0364,0.4998,0.504
20.682000,0.0150,0.0989,0.5249,0.534
20.688000,-0.0598,0.1439,0.5525,0.574
20.691000,-0.1073,0.1548,0.5896,0.619
20.697000,-0.1562,0.1672,0.6412,0.681
20.702000,-0.2164,0.1523,0.6385,0.691
20.707000,-0.2881,0.1058,0.5604,0.639
20.713000,-0.3933,0.0471,0.4098,0.570
20.717000,-0.4512,-0.0260,0.2087,0.498
20.723000,-0.5235,-0.0703,0.0309,0.529
20.728000,-0.4720,-0.1381,-0.1359,0.510
20.732000,-0.4636,-0.2004,-0.3061,0.591
20.742000,-0.4148,-0.2384,-0.5106,0.700
20.742000,-0.3552,-0.2803,-0.7067,0.839
20.747000,-0.2371,-0.3709,-0.9419,1.040
20.754000,-0.1368,-0.4217,-1.1022,1.188
20.757000,-0.0347,-0.4447,-1.2313,1.310
20.762000,0.0637,-0.4657,-1.3343,1.415
20.767000,0.1706,-0.4370,-1.4450,1.519
20.773000,0.2816,-0.4418,-1.4757,1.566
20.778000,0.3447,-0.4133,-1.4103,1.509
20.782000,0.5033,-0.3522,-1.2566,1.399
20.788000,0.6097,-0.2375,-1.0033,1.198
20.793000,0.6404,-0.1746,-0.7482,1.000
20.797000,0.6333,-0.1468,-0.4936,0.816
20.803000,0.6477,-0.1427,-0.2105,0.696
20.808000,0.5388,-0.1578,0.0895,0.569
20.814000,0.4828,-0.2069,0.3591,0.636
20.823000,0.4368,-0.2142,0.6060,0.777
20.824000,0.3694,-0.2137,0.7926,0.900
20.828000,0.3217,-0.2105,0.9149,0.992
20.833000,0.3214,-0.1783,0.9829,1.049
20.842000,0.3159,-0.1694,0.9611,1.026
20.844000,0.2412,-0.1905,0.8692,0.922
20.849000,0.2401,-0.1816,0.7384,0.797
20.853000,0.2554,-0.1614,0.5663,0.642
20.858000,0.2587,-0.1391,0.4075,0.502
20.865000,0.3054,-0.0439,0.2504,0.397
20.872000,0.0217,-0.0837,0.5732,0.580
20.874000,-0.9382,-0.2750,2.0431,2.265
20.879000,-0.9210,-0.0676,2.2936,2.473
20.885000,-0.4972,0.3698,2.2401,2.324
20.889000,-0.3802,0.5794,2.3600,2.460
20.895000,-0.2243,0.6249,1.8541,1.969
20.899000,0.0444,0.4962,1.1789,1.280
20.905000,0.0917,0.2849,0.5543,0.630
20.910000,0.1709,0.0871,0.0300,0.194
20.915000,0.1686,-0.0749,-0.3706,0.414
20.921000,0.1614,-0.1842,-0.6741,0.717
20.925000,0.1446,-0.2453,-0.9336,0.976
20.929000,0.1185,-0.2868,-1.0703,1.114
20.934000,0.0546,-0.2588,-1.1510,1.181
20.940000,0.1118,-0.1999,-1.1735,1.196
20.945000,0.1990,-0.1870,-1.0872,1.121
20.949000,0.1340,-0.2156,-1.0331,1.064
20.963000,0.0243,-0.2450,-1.0950,1.122
20.963000,-0.0223,-0.1677,-1.0836,1.097
20.966000,-0.0801,-0.0872,-0.9198,0.927
20.970000,-0.0323,0.0271,-0.7326,0.734
20.976000,-0.0487,0.0481,-0.5792,0.583
20.981000,-0.1084,-0.0241,-0.4906,0.503
20.986000,-0.1969,-0.0915,-0.4403,0.491
20.991000,-0.2259,-0.0781,-0.3873,0.455
20.996000,-0.2698,-0.0674,-0.2911,0.403
21.001000,-0.3690,-0.0737,-0.2545,0.454
21.007000,-0.4568,-0.0827,-0.1892,0.501
21.011000,-0.4539,-0.0297,-0.1262,0.472
21.015000,-0.4178,0.0471,-0.0465,0.423
21.023000,-0.3868,0.1072,0.0665,0.407
21.026000,-0.3610,0.1866,0.1456,0.432
21.031000,-0.3498,0.1945,0.1720,0.436
21.040000,-0.2983,0.1930,0.2052,0.410
21.042000,-0.2951,0.1556,0.2098,0.394
21.047000,-0.2826,0.1061,0.2337,0.382
21.051000,-0.3110,0.0468,0.1644,0.355
21.057000,-0.2456,-0.0392,0.1841,0.309
21.063000,-0.2075,-0.0757,0.2951,0.369
21.067000,-0.1806,-0.1058,0.3133,0.377
21.071000,-0.1484,-0.1579,0.2074,0.300
21.079000,0.1271,-0.1838,-0.0488,0.229
21.083000,-0.0568,-0.2698,-0.0558,0.281
21.087000,-0.2638,-0.2576,0.0304,0.370
21.094000,-0.2244,-0.1352,-0.0653,0.270
21.097000,-0.1886,-0.0585,-0.1370,0.240
21.103000,-0.2787,-0.0800,-0.0460,0.294
21.108000,-0.4342,-0.1089,0.1959,0.489
21.112000,-0.4253,-0.0590,0.3537,0.556
21.118000,-0.3064,0.0289,0.3609,0.474
21.125000,-0.2198,0.0204,0.6147,0.653
21.128000,-0.1463,0.0134,0.8354,0.848
21.132000,-0.0362,0.0005,0.9107,0.911
21.144000,-0.0046,-0.0564,0.8670,0.869
21.145000,-0.0250,-0.1235,0.7569,0.767
21.149000,0.0028,-0.1743,0.6234,0.647
21.154000,0.0434,-0.2113,0.4690,0.516
21.158000,0.0857,-0.2654,0.3748,0.467
21.163000,0.1289,-0.2838,0.2546,0.402
21.169000,0.0669,-0.3086,-0.0500,0.320
21.174000,-0.0172,-0.3348,-0.4171,0.535
21.178000,-0.0515,-0.2758,-0.5839,0.648
21.185000,-0.0773,-0.1559,-0.6604,0.683
21.189000,-0.1589,-0.0591,-0.5964,0.620
21.193000,-0.2530,0.0141,-0.4706,0.534
21.199000,-0.2913,0.0823,-0.2803,0.413
21.205000,-0.2976,0.2384,0.0345,0.383
21.210000,-0.2913,0.3077,0.2584,0.496
21.213000,-0.3853,0.2975,0.2958,0.570
21.220000,-0.5183,0.2125,0.2858,0.629
21.225000,-0.6378,0.2012,0.2332,0.708
21.230000,-0.5380,0.2493,0.1473,0.611
21.235000,-0.4175,0.2208,0.0425,0.474
21.241000,-0.3692,0.1159,-0.0072,0.387
21.244000,-0.3214,0.0494,-0.0282,0.326
21.249000,-0.2573,0.0186,-0.0299,0.260
21.259000,-0.2603,0.0067,-0.0482,0.265
21.260000,-0.1910,-0.0222,-0.0375,0.196
21.265000,-0.1467,-0.0132,-0.0529,0.156
21.270000,-0.1067,0.0291,-0.0919,0.144
21.275000,-0.1095,0.0519,-0.1547,0.196
21.279000,0.0777,0.1367,-0.2268,0.276
21.286000,-0.1118,0.0323,-0.1670,0.204
21.290000,-0.2145,0.0904,-0.1288,0.266
21.295000,-0.2475,0.2132,-0.1743,0.370
21.299000,-0.2807,0.2810,-0.2391,0.464
21.306000,-0.3857,0.3059,-0.2800,0.566
21.310000,-0.4759,0.3694,-0.2972,0.672
21.316000,-0.4751,0.5071,-0.2857,0.751
21.324000,-0.4980,0.5923,-0.2888,0.826
21.326000,-0.6194,0.6250,-0.3159,0.935
21.331000,-0.7842,0.5663,-0.3308,1.022
21.336000,-0.8057,0.5289,-0.3238,1.017
21.342000,-0.9280,0.4932,-0.2733,1.086
21.347000,-0.9048,0.5217,-0.2848,1.083
21.352000,-0.8372,0.4928,-0.4589,1.074
21.357000,-0.7873,0.4476,-0.6020,1.087
21.363000,-0.6853,0.4364,-0.6950,1.069
21.367000,-0.6773,0.4378,-0.7119,1.076
21.372000,-0.6077,0.4040,-0.7029,1.013
21.377000,-0.5962,0.3637,-0.6657,0.965
21.382000,-0.6161,0.3646,-0.6098,0.940
21.388000,-0.6464,0.3493,-0.5196,0.900
21.392000,-0.5795,0.3083,-0.4542,0.798
21.398000,-0.4963,0.2941,-0.3966,0.700
21.401000,-0.4658,0.1947,-0.3492,0.614
21.407000,-0.4686,0.1271,-0.3046,0.573
21.412000,-0.4733,0.1123,-0.2793,0.561
21.416000,-0.4680,0.0595,-0.2778,0.548
21.425000,-0.4906,0.0379,-0.2620,0.557
21.427000,-0.5194,0.0401,-0.2795,0.591
21.432000,-0.5500,0.0638,-0.2803,0.621
21.443000,-0.5919,0.1114,-0.3407,0.692
21.444000,-0.5861,0.1854,-0.3773,0.721
21.448000,-0.6066,0.2426,-0.3783,0.755
21.453000,-0.6392,0.2644,-0.3442,0.773
21.458000,-0.6671,0.2815,-0.2655,0.771
21.463000,-0.6661,0.3653,-0.1164,0.769
21.467000,-0.6268,0.4132,0.0050,0.751
21.473000,-0.5354,0.4351,0.0562,0.692
21.479000,-0.4870,0.4312,0.1469,0.667
21.483000,-0.4770,0.4301,0.1821,0.668
21.489000,-0.4907,0.4080,0.1740,0.661
21.493000,-0.4856,0.4312,0.1232,0.661
21.498000,-0.4996,0.4161,0.0562,0.653
21.508000,-0.5161,0.4485,-0.0076,0.684
21.509000,-0.5355,0.4330,-0.1018,0.696
21.514000,-0.5416,0.4223,-0.1976,0.715
21.518000,-0.5011,0.3951,-0.2736,0.694
21.525000,-0.4352,0.3872,-0.2732,0.643
21.529000,-0.3368,0.3959,-0.2514,0.577
21.535000,-0.2320,0.3927,-0.1727,0.488
21.540000,-0.1374,0.3918,-0.1231,0.433
21.544000,-0.0791,0.3980,-0.1071,0.420
21.549000,-0.0758,0.3922,-0.0746,0.406
21.560000,-0.0701,0.4243,-0.0518,0.433
21.561000,-0.0881,0.4347,-0.0338,0.445
21.565000,-0.1177,0.4736,-0.1158,0.502
21.570000,-0.1276,0.4719,-0.0950,0.498
21.574000,-0.2058,0.4770,0.0232,0.520
21.579000,-0.2717,0.4646,0.1671,0.564
21.584000,-0.3560,0.4492,0.2249,0.616
21.591000,-0.4377,0.4334,0.2280,0.657
21.595000,-0.4695,0.4004,0.1864,0.645
21.600000,-0.4584,0.3720,0.1621,0.612
21.605000,-0.4261,0.3528,0.1502,0.573
21.611000,-0.4537,0.2954,0.1624,0.565
21.616000,-0.4860,0.2596,0.1415,0.569
21.620000,-0.4874,0.2167,0.0805,0.539
21.626000,-0.4654,0.1788,0.0557,0.502
21.630000,-0.4461,0.1671,0.0550,0.480
21.635000,-0.4505,0.1431,0.1023,0.484
21.645000,-0.4642,0.1115,0.1211,0.493
21.645000,-0.4963,0.0941,0.0997,0.515
21.650000,-0.5472,0.0883,0.0313,0.555
21.655000,-0.5618,0.0493,-0.0555,0.567
21.662000,-0.5975,0.0462,-0.1178,0.611
21.666000,-0.6089,0.0340,-0.1656,0.632
21.671000,-0.6012,0.0316,-0.2155,0.639
21.676000,-0.6199,0.0749,-0.2393,0.669
21.682000,-0.6479,0.0848,-0.2416,0.697
21.689000,-0.6590,0.1185,-0.2109,0.702
21.691000,-0.6772,0.1165,-0.1900,0.713
21.697000,-0.6928,0.1171,-0.1765,0.724
21.702000,-0.7178,0.0942,-0.2014,0.751
21.707000,-0.7186,0.0597,-0.2474,0.762
21.713000,-0.7118,0.0422,-0.2599,0.759
21.717000,-0.7121,0.0606,-0.3056,0.777
21.722000,-0.7150,0.0507,-0.3250,0.787
21.728000,-0.7253,0.0791,-0.3254,0.799
21.732000,-0.7267,0.1455,-0.3025,0.800
21.743000,-0.7265,0.1476,-0.2633,0.787
21.744000,-0.6887,0.1853,-0.1842,0.737
21.747000,-0.6469,0.1941,-0.0630,0.678
21.752000,-0.6176,0.1951,0.0244,0.648
21.759000,-0.5956,0.1672,0.0995,0.627
21.762000,-0.6121,0.1030,0.1177,0.632
21.767000,-0.6334,0.0242,0.0889,0.640
21.773000,-0.6357,-0.0315,0.0233,0.637
21.777000,-0.4950,-0.0498,-0.0504,0.500
21.782000,-0.4192,-0.1307,-0.1512,0.464
21.789000,-0.3931,-0.2142,-0.3001,0.539
21.794000,-0.3523,-0.2719,-0.4328,0.621
21.797000,-0.3000,-0.2821,-0.5593,0.695
21.803000,-0.2551,-0.2948,-0.7842,0.876
21.808000,-0.2154,-0.2928,-0.9766,1.042
21.813000,-0.2070,-0.2974,-1.1157,1.173
21.819000,-0.1942,-0.3035,-1.2351,1.287
21.824000,-0.1772,-0.2517,-1.3234,1.359
21.828000,-0.1820,-0.2348,-1.3668,1.399
21.833000,-0.1846,-0.2071,-1.4181,1.445
21.843000,-0.1685,-0.1566,-1.4513,1.469
21.844000,-0.1477,-0.0998,-1.4476,1.459
21.849000,-0.1244,-0.0394,-1.4098,1.416
21.856000,-0.1266,0.0223,-1.3261,1.332
21.859000,-0.1162,0.1397,-1.1897,1.204
21.864000,-0.1236,0.2410,-0.9938,1.030
21.868000,-0.1779,0.3426,-0.7742,0.865
21.875000,-0.2360,0.4326,-0.5621,0.748
21.879000,-0.2937,0.5182,-0.3668,0.700
21.884000,-0.3083,0.5613,-0.1762,0.664
21.889000,-0.3042,0.6050,0.0405,0.678
21.894000,-0.3030,0.6396,0.2476,0.750
21.899000,-0.2641,0.6391,0.4025,0.800
21.908000,-0.2210,0.6867,0.5248,0.892
21.909000,-0.2091,0.6983,0.7529,1.048
21.914000,-0.2754,0.6598,0.9959,1.226
21.920000,-0.3078,0.6113,1.1807,1.365
21.924000,-0.3182,0.5119,1.3151,1.447
21.930000,-0.3564,0.4093,1.3477,1.453
21.936000,-0.3581,0.2698,1.3318,1.405
21.941000,-0.4187,0.1434,1.2491,1.325
21.951000,-0.4736,0.0252,1.1214,1.218
21.951000,-0.5189,-0.0682,0.9276,1.065
21.964000,-0.5474,-0.1082,0.6538,0.860
21.964000,-0.5859,-0.1015,0.3499,0.690
21.965000,-0.6255,-0.0361,0.0535,0.629
21.971000,-0.6260,0.0191,-0.1241,0.639
21.976000,-0.6423,0.1002,-0.1914,0.678
21.980000,-0.6335,0.1619,-0.1397,0.669
21.985000,-0.6043,0.2211,-0.0389,0.645
21.991000,-0.5593,0.2611,0.0844,0.623
21.997000,-0.5481,0.2917,0.1684,0.643
22.001000,-0.5347,0.2840,0.2518,0.656
22.007000,-0.5234,0.2668,0.2776,0.650
22.012000,-0.4950,0.2375,0.2869,0.619
22.016000,-0.5092,0.2055,0.2751,0.614
22.021000,-0.5466,0.1141,0.2187,0.600
22.027000,-0.5335,0.0351,0.1179,0.548
22.032000,-0.5227,-0.0389,0.0396,0.526
22.037000,-0.4927,-0.1175,-0.0140,0.507
22.041000,-0.4817,-0.1888,-0.0666,0.522
22.048000,-0.4631,-0.2742,-0.1493,0.558
22.053000,-0.4397,-0.3543,-0.2691,0.626
22.059000,-0.4399,-0.4412,-0.3971,0.739
22.069000,-0.4542,-0.5037,-0.5359,0.864
22.070000,-0.4112,-0.5488,-0.7520,1.018
22.077000,-0.3566,-0.5764,-0.9335,1.154
22.078000,-0.3210,-0.5985,-1.0782,1.274
22.083000,-0.2546,-0.6175,-1.1983,1.372
22.087000,-0.1784,-0.5881,-1.3060,1.443
22.092000,0.2497,-0.5153,-1.4087,1.521
22.098000,-0.2325,-0.5653,-1.3928,1.521
22.104000,-0.0316,-0.3310,-1.5371,1.573
22.107000,-0.4726,-0.2004,-1.5813,1.663
22.114000,-0.5478,0.0896,-1.6173,1.710
22.118000,0.0108,0.4627,-1.5545,1.622
22.124000,-0.3211,0.5313,-1.2519,1.397
22.128000,-0.5507,0.6061,-0.8482,1.179
22.133000,-0.4414,0.7608,-0.4339,0.981
